q,eps,B_i,mu_i,sig_i,thresh,mean_abs_belief,score,N_i
0.95,0.35,-0.6098903711600524,1.0574712643678161,0.25624708976560867,0.3145685546363655,0.6042696625095627,66.0,348.0
0.05,0.35,-0.41973633414204764,2.3144654088050314,0.9459504207351375,0.5322168137473082,0.6845031277059114,3.0,159.0
0.1786,0.35,-0.40720502240333156,2.090909090909091,0.8808101079580045,0.5150945736855667,0.7291257330336259,10.0,176.0
0.3071,0.35,-0.33754560943386747,2.085227272727273,1.0327632586159847,0.49379487685105233,0.6692291956756341,19.0,176.0
0.4357,0.35,-0.3311855965689338,1.7644230769230769,0.8864816225730588,0.4683789335187336,0.6541978683425977,40.0,208.0
0.5643,0.35,-0.29755999669172467,1.5593220338983051,0.8441460721992508,0.44311070772453115,0.6044217223197654,33.0,236.0
0.6929,0.35,-0.26911003829441965,1.4488188976377954,0.8343856376992503,0.409633517645344,0.6300875697505077,37.0,254.0
0.8214,0.35,-0.3522804835384014,1.2655172413793103,0.6061613885864718,0.3681008613632963,0.6301325020120567,93.0,290.0
0.95,0.35,-0.6734678115801899,1.036619718309859,0.20226842896919708,0.3145685546363655,0.6167056980680926,110.0,355.0
0.05,0.35,-0.4933977243481412,2.358974358974359,0.800230078683448,0.5322168137473082,0.6943869131223408,6.0,156.0
0.1786,0.35,-0.3964594668658806,2.2439024390243905,0.9697997732717583,0.5150945736855667,0.6862717283361248,5.0,164.0
0.3071,0.35,-0.3750319848177698,1.936842105263158,0.8803172432444242,0.49379487685105233,0.6590607266805999,16.0,190.0
0.4357,0.35,-0.36349177008698424,1.7358490566037736,0.810332878169525,0.4683789335187336,0.6142749808799183,59.0,212.0
0.5643,0.35,-0.2953415526384616,1.6355555555555557,0.8897329326028258,0.44311070772453115,0.605055508117653,46.0,225.0
0.6929,0.35,-0.3354420488845692,1.393939393939394,0.6936680692278544,0.409633517645344,0.6204627674682006,63.0,264.0
0.8214,0.35,-0.38222471979805583,1.218543046357616,0.5446189473529959,0.3681008613632963,0.6205301123879475,85.0,302.0
0.95,0.35,-0.5936098266704292,1.066860465116279,0.2720625852583521,0.3145685546363655,0.6164535610774552,120.0,344.0
0.05,0.35,-0.44592213103040984,2.3741935483870966,0.9097918024632583,0.5322168137473082,0.7294845382832459,-1.0,155.0
0.1786,0.35,-0.3827284145428417,2.085714285714286,0.9310954706743042,0.5150945736855667,0.688854200554156,21.0,175.0
0.3071,0.35,-0.35493691679644385,2.0502793296089385,0.9761041192331421,0.49379487685105233,0.6504514564109442,22.0,179.0
0.4357,0.35,-0.31912085489617464,1.7037037037037037,0.879385931154353,0.4683789335187336,0.62942070136939,44.0,216.0
0.5643,0.35,-0.3064917260022218,1.6069868995633187,0.8530162793019502,0.44311070772453115,0.6228566507397276,47.0,229.0
0.6929,0.35,-0.3404507196545368,1.3782771535580525,0.678161226979002,0.409633517645344,0.6338915986409355,70.0,267.0
0.8214,0.35,-0.375416231838127,1.239057239057239,0.5626624300517175,0.3681008613632963,0.5853884608035129,60.0,297.0
0.95,0.35,-0.5303849392767104,1.0728862973760933,0.3292266871951744,0.3145685546363655,0.6051903735574687,101.0,343.0
0.05,0.35,-0.4150088348528761,2.343949044585987,0.9690324532711573,0.5322168137473082,0.672191654397418,5.0,157.0
0.1786,0.35,-0.41429455492912576,2.2035928143712575,0.9125795652667108,0.5150945736855667,0.6817760307339523,14.0,167.0
0.3071,0.35,-0.2993648342582777,1.931578947368421,1.0415336018426449,0.49379487685105233,0.6348585168403282,30.0,190.0
0.4357,0.35,-0.3277217002931113,1.7692307692307692,0.8958318999117012,0.4683789335187336,0.6710550320530955,38.0,208.0
0.5643,0.35,-0.3175323942711646,1.6283185840707965,0.8434515084916004,0.44311070772453115,0.6436478229232572,64.0,226.0
0.6929,0.35,-0.26300533300580653,1.4838709677419355,0.8658751955786805,0.409633517645344,0.6244124261985442,54.0,248.0
0.8214,0.35,-0.4499748979396306,1.1838709677419355,0.4490827743182608,0.3681008613632963,0.6473097519979328,109.0,310.0
0.95,0.35,-0.6480531793008809,1.03954802259887,0.22199867462585876,0.3145685546363655,0.61803927319134,99.0,354.0
0.05,0.35,-0.41218684097000496,2.496598639455782,1.0391921879688877,0.5322168137473082,0.6902685977609734,5.0,147.0
0.1786,0.35,-0.38679367825954425,2.1775147928994083,0.9628439021766119,0.5150945736855667,0.659639849076476,15.0,169.0
0.3071,0.35,-0.3299336066345693,1.9675675675675677,0.991328361901494,0.49379487685105233,0.6535232647371235,24.0,185.0
0.4357,0.35,-0.3157147426551888,1.7393364928909953,0.9046051405073099,0.4683789335187336,0.5906549996960954,42.0,211.0
0.5643,0.35,-0.3277474100132065,1.5659574468085107,0.7928608570327821,0.44311070772453115,0.633024400369935,44.0,235.0
0.6929,0.35,-0.36302166726208396,1.3381818181818181,0.6253699731405283,0.409633517645344,0.6168559998201206,88.0,275.0
0.8214,0.35,-0.348665841524438,1.2559726962457338,0.6065682795471574,0.3681008613632963,0.5965462642948207,103.0,293.0
0.95,0.35,-0.6255060501528179,1.0424929178470255,0.24017584582693086,0.3145685546363655,0.6241931558171857,95.0,353.0
0.05,0.35,-0.3348203434445104,2.5524475524475525,1.2719585782845415,0.5322168137473082,0.6464525129001198,4.0,143.0
0.1786,0.35,-0.40188588408495773,2.010989010989011,0.8579877492722259,0.5150945736855667,0.7269432005431299,16.0,182.0
0.3071,0.35,-0.334164085831398,2.056179775280899,1.0261693856914105,0.49379487685105233,0.6018022341595639,29.0,178.0
0.4357,0.35,-0.34584415700169213,1.727699530516432,0.8397589995491107,0.4683789335187336,0.6679519282799992,41.0,213.0
0.5643,0.35,-0.3403967939656185,1.5269709543568464,0.7514155073702675,0.44311070772453115,0.6045084976749192,64.0,241.0
0.6929,0.35,-0.3162280186677913,1.3796992481203008,0.7167448763813966,0.409633517645344,0.616924298518712,81.0,266.0
0.8214,0.35,-0.44453595201641416,1.2026143790849673,0.4624385085309472,0.3681008613632963,0.6227002713633351,73.0,306.0
0.95,0.35,-0.6011159221508627,1.0547550432276658,0.26276985129809494,0.3145685546363655,0.6125442877813436,118.0,347.0
0.05,0.35,-0.46620718999412253,2.3986928104575163,0.873276972294854,0.5322168137473082,0.6797750014626394,5.0,153.0
0.1786,0.35,-0.4467089333574067,2.090909090909091,0.7996641857163265,0.5150945736855667,0.6969431691428409,14.0,176.0
0.3071,0.35,-0.37485819035935963,1.8911917098445596,0.8599163289419585,0.49379487685105233,0.6820085368547878,26.0,193.0
0.4357,0.35,-0.30757964091270507,1.8535353535353536,0.9815276828416359,0.4683789335187336,0.6379349649820365,31.0,198.0
0.5643,0.35,-0.2685427248678021,1.6355555555555557,0.9430813693079736,0.44311070772453115,0.6174788624039167,54.0,225.0
0.6929,0.35,-0.30229016235363365,1.4817813765182186,0.7938733421509141,0.409633517645344,0.5788398864004054,21.0,247.0
0.8214,0.35,-0.4195410701622681,1.1844660194174756,0.48433531971120347,0.3681008613632963,0.5936740080513904,78.0,309.0
0.95,0.35,-0.5497329586552026,1.0574712643678161,0.3072429058534175,0.3145685546363655,0.6227367095852814,95.0,348.0
0.05,0.35,-0.3866491919256322,2.3,1.0173494974687902,0.5322168137473082,0.7054670735580112,8.0,160.0
0.1786,0.35,-0.367910105328878,2.216867469879518,1.0243798332048182,0.5150945736855667,0.6862211078194707,9.0,166.0
0.3071,0.35,-0.3598120703405527,1.9574468085106382,0.9215492692641581,0.49379487685105233,0.6600724116423091,19.0,188.0
0.4357,0.35,-0.32423353576645897,1.8208955223880596,0.9292168606730377,0.4683789335187336,0.639658362841568,30.0,201.0
0.5643,0.35,-0.32939800552336357,1.5726495726495726,0.7933079000042916,0.44311070772453115,0.6156295415258917,49.0,234.0
0.6929,0.35,-0.31852407496614654,1.4153846153846155,0.7315380571057686,0.409633517645344,0.5998123772406052,60.0,260.0
0.8214,0.35,-0.46879594842458394,1.139751552795031,0.41220201028160636,0.3681008613632963,0.6012908236100224,96.0,322.0
0.95,0.35,-0.49105858487487475,1.0762463343108504,0.367353998000929,0.3145685546363655,0.6081454216922261,46.0,341.0
0.05,0.35,-0.5115153959085474,2.2439024390243905,0.7251740852350491,0.5322168137473082,0.7207640215591438,-2.0,164.0
0.1786,0.35,-0.3857888348048037,2.3525641025641026,1.0427065815087342,0.5150945736855667,0.6357586449080982,11.0,156.0
0.3071,0.35,-0.3615579438853156,2.1028571428571428,0.9860413536056225,0.49379487685105233,0.6478147496190021,23.0,175.0
0.4357,0.35,-0.31722324729740015,1.7777777777777777,0.9215031245678433,0.4683789335187336,0.6569077113060269,36.0,207.0
0.5643,0.35,-0.3277474100132065,1.5659574468085107,0.7928608570327821,0.44311070772453115,0.6227532539593028,40.0,235.0
0.6929,0.35,-0.3067649333035929,1.3529411764705883,0.7177314318772018,0.409633517645344,0.6052916890107976,65.0,272.0
0.8214,0.35,-0.3450336291259749,1.2432432432432432,0.6053993725568141,0.3681008613632963,0.5977524854543852,74.0,296.0
0.95,0.35,-0.6576576576576576,1.0424929178470255,0.2152974504249292,0.3145685546363655,0.6228954491897525,72.0,353.0
0.05,0.35,-0.42813844062091433,2.4304635761589406,0.9732170573547733,0.5322168137473082,0.6593528685190764,6.0,151.0
0.1786,0.35,-0.34214142290475374,2.164705882352941,1.0610434245538338,0.5150945736855667,0.6570606060289449,14.0,170.0
0.3071,0.35,-0.40644248310778114,1.8775510204081634,0.7923783125843745,0.49379487685105233,0.6232760443195341,4.0,196.0
0.4357,0.35,-0.33331518514553576,1.8724489795918366,0.9362627195664576,0.4683789335187336,0.6483649812614083,30.0,196.0
0.5643,0.35,-0.303452515940958,1.6383928571428572,0.8755350951310419,0.44311070772453115,0.636742534739243,50.0,224.0
0.6929,0.35,-0.29982013876234914,1.4153846153846155,0.7624314888223919,0.409633517645344,0.6119738016380416,44.0,260.0
0.8214,0.35,-0.3969263376416664,1.218543046357616,0.5260629697545828,0.3681008613632963,0.6147467250973069,84.0,302.0
0.95,0.35,-0.5744034819343461,1.0635838150289016,0.287510522900483,0.3145685546363655,0.6197201100661615,96.0,346.0
0.05,0.35,-0.45811129170684267,2.4210526315789473,0.899753736698882,0.5322168137473082,0.7092866594208802,-2.0,152.0
0.1786,0.35,-0.43861374237857065,2.1271676300578033,0.830078734822312,0.5150945736855667,0.6815043925620359,21.0,173.0
0.3071,0.35,-0.33346464059847525,1.978494623655914,0.9889550760495711,0.49379487685105233,0.6310138502519929,24.0,186.0
0.4357,0.35,-0.33241598832970737,1.7116279069767442,0.8575815921113147,0.4683789335187336,0.6639834395491222,37.0,215.0
0.5643,0.35,-0.35469920077832373,1.426356589147287,0.6794342584855948,0.44311070772453115,0.6495554122852147,71.0,258.0
0.6929,0.35,-0.32356377024024446,1.426356589147287,0.7289707493887084,0.409633517645344,0.6084362304208065,68.0,258.0
0.8214,0.35,-0.3908554960325521,1.2266666666666666,0.5372357231441541,0.3681008613632963,0.6051916000045654,78.0,300.0
0.95,0.35,-0.5578613826394587,1.0670553935860059,0.3028423463247321,0.3145685546363655,0.6112046638889794,89.0,343.0
0.05,0.35,-0.45492067595134905,2.4210526315789473,0.9070362073481099,0.5322168137473082,0.6579386607747449,8.0,152.0
0.1786,0.35,-0.39068353078162205,2.224242424242424,0.9745333935632378,0.5150945736855667,0.6633110732763965,12.0,165.0
0.3071,0.35,-0.3383957992728033,1.978494623655914,0.9780218638149799,0.49379487685105233,0.6570986585559855,19.0,186.0
0.4357,0.35,-0.27885713551112223,1.7607655502392345,0.9928892581776688,0.4683789335187336,0.6192562616506379,41.0,209.0
0.5643,0.35,-0.29084108699757966,1.641255605381166,0.9016687280836603,0.44311070772453115,0.5865944918278668,27.0,223.0
0.6929,0.35,-0.3225922448094739,1.4224806201550388,0.7285687690086703,0.409633517645344,0.6173495765979113,67.0,258.0
0.8214,0.35,-0.4052627589283442,1.1993464052287581,0.5075890381375512,0.3681008613632963,0.603471000743714,70.0,306.0
0.95,0.35,-0.6398742008843289,1.042857142857143,0.22901742202687714,0.3145685546363655,0.6110419145554169,120.0,350.0
0.05,0.35,-0.4044585446959737,2.496598639455782,1.0586485394436513,0.5322168137473082,0.6545729623217812,9.0,147.0
0.1786,0.35,-0.390041357311793,2.164705882352941,0.9498861705616213,0.5150945736855667,0.7265937762839895,12.0,170.0
0.3071,0.35,-0.35589676455665636,2.021978021978022,0.9605175113587763,0.49379487685105233,0.6557402613910344,24.0,182.0
0.4357,0.35,-0.3310088959756051,1.7902439024390244,0.8998116003482931,0.4683789335187336,0.6089045764528475,43.0,205.0
0.5643,0.35,-0.2863926913636537,1.660633484162896,0.9212118501766898,0.44311070772453115,0.635333493975793,48.0,221.0
0.6929,0.35,-0.27565318142210865,1.4959349593495934,0.8494281552266001,0.409633517645344,0.5902519964073532,61.0,246.0
0.8214,0.35,-0.3491414681004667,1.2323232323232323,0.5945025846287743,0.3681008613632963,0.5965921642454755,93.0,297.0
0.95,0.35,-0.5475785685361126,1.066860465116279,0.3118875827136221,0.3145685546363655,0.6154741643862954,95.0,344.0
0.05,0.35,-0.4570994330677788,2.4052287581699345,0.8961640000524241,0.5322168137473082,0.7090629136855565,7.0,153.0
0.1786,0.35,-0.40340728171744616,2.171597633136095,0.9231527809825512,0.5150945736855667,0.651715098251936,28.0,169.0
0.3071,0.35,-0.3819880862286694,1.9067357512953367,0.8526740732837738,0.49379487685105233,0.6402675399025185,28.0,193.0
0.4357,0.35,-0.30167940744355404,1.688073394495413,0.9056119397616929,0.4683789335187336,0.6677875192460414,43.0,218.0
0.5643,0.35,-0.30303550065810825,1.5593220338983051,0.8340464247672605,0.44311070772453115,0.6094263398248587,40.0,236.0
0.6929,0.35,-0.3206129315486142,1.3946360153256705,0.7174681175488323,0.409633517645344,0.6099072356952044,94.0,261.0
0.8214,0.35,-0.37441834862300594,1.2065573770491804,0.5491778810809208,0.3681008613632963,0.6001410314238387,66.0,305.0
