q,eps,B_i,mu_i,sig_i,thresh,mean_abs_belief,score,N_i
0.3,0.4357,-0.5217469474978037,2.453333333333333,0.7710310557227178,0.5236463121950522,0.6868479081401145,34.0,150.0
0.3,0.5,-0.5016892978929449,2.5555555555555554,0.8480187512485414,0.5236463121950522,0.5800359211954925,12.0,144.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,1.986762972247053,76.0,366.0
0.3,0.1143,-0.6458574102050495,1.0544412607449856,0.226886336903486,0.34745381575169815,1.2231633050393864,52.0,349.0
0.3,0.1786,-0.37441834862300594,1.2065573770491804,0.5491778810809208,0.3971386653316105,0.9476858629659334,61.0,305.0
0.3,0.2429,-0.2847904876464981,1.51440329218107,0.8430290000756708,0.4389130421757044,0.716104238622108,33.0,243.0
0.3,0.3071,-0.2975140694662491,1.849246231155779,1.0011987461638008,0.4726044109457928,0.6701357704671617,30.0,199.0
0.3,0.3714,-0.40699683685287014,2.0444444444444443,0.8616664875707243,0.5150945736855667,0.6289707351392368,21.0,180.0
0.3,0.4357,-0.43411025498888667,2.6099290780141846,1.029859521132831,0.5236463121950522,0.6350644384608806,21.0,141.0
0.3,0.5,-0.5604683560725342,2.437086092715232,0.6864454844953609,0.5236463121950522,0.5667935364631043,23.0,151.0
0.3,0.05,-0.9011646175590797,1.002724795640327,0.05212840999920706,0.3104700874618215,2.0590155530771668,84.0,367.0
0.3,0.1143,-0.5316279958342452,1.0635838150289016,0.32524404385283695,0.34745381575169815,1.2230090243672451,55.0,346.0
0.3,0.1786,-0.3808080900823799,1.2307692307692308,0.5519104038725423,0.3971386653316105,0.890883839277085,22.0,299.0
0.3,0.2429,-0.2948750500745393,1.4545454545454546,0.7920735601026752,0.4389130421757044,0.7483797004540332,17.0,253.0
0.3,0.3071,-0.2793179870873045,1.84,1.0365326815879952,0.4726044109457928,0.6795662645567077,32.0,200.0
0.3,0.3714,-0.3420871538317503,2.0331491712707184,0.9966826328203033,0.5150945736855667,0.6336184448291831,38.0,181.0
0.3,0.4357,-0.5583709568153646,2.3896103896103895,0.6771952116614904,0.5236463121950522,0.638710476629155,27.0,154.0
0.3,0.5,-0.41335113267361107,2.591549295774648,1.0756912587678888,0.5236463121950522,0.5376893147311507,16.0,142.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,1.94609796147198,74.0,368.0
0.3,0.1143,-0.6910562266368299,1.0308123249299719,0.18832197550668472,0.34745381575169815,1.285406213568403,68.0,357.0
0.3,0.1786,-0.3369015274478338,1.2867132867132867,0.6382052810284119,0.3971386653316105,0.8701251131682295,45.0,286.0
0.3,0.2429,-0.3375675779708258,1.4838709677419355,0.7348894032190011,0.4389130421757044,0.747213089181091,38.0,248.0
0.3,0.3071,-0.31872409751904274,1.7511961722488039,0.9046985301281141,0.4726044109457928,0.7047980350338009,39.0,209.0
0.3,0.3714,-0.3832684357245925,2.021978021978022,0.9015008484392829,0.5150945736855667,0.6789557050849442,13.0,182.0
0.3,0.4357,-0.4607742957488737,2.6594202898550723,0.9816901781953069,0.5236463121950522,0.6293990992639064,17.0,138.0
0.3,0.5,-0.5210286509698663,2.5310344827586206,0.7970218048658575,0.5236463121950522,0.515456158565449,23.0,145.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.0001410306916596,71.0,367.0
0.3,0.1143,-0.5175391450071424,1.0760233918128654,0.3420927673031501,0.34745381575169815,1.194103402380431,45.0,342.0
0.3,0.1786,-0.43249498962158894,1.161904761904762,0.46030651327979316,0.3971386653316105,0.9716593399044589,59.0,315.0
0.3,0.2429,-0.23366625667546215,1.5333333333333334,0.95248213748197,0.4389130421757044,0.7395185541618144,33.0,240.0
0.3,0.3071,-0.3265523293275549,1.7596153846153846,0.8932997634924243,0.4726044109457928,0.6925439632785557,10.0,208.0
0.3,0.3714,-0.38178317527607986,2.0558659217877095,0.9198048760231672,0.5150945736855667,0.607998054186977,26.0,179.0
0.3,0.4357,-0.46093529154455154,2.496598639455782,0.9212100121735332,0.5236463121950522,0.602752653417482,16.0,147.0
0.3,0.5,-0.482100875406811,2.537931034482759,0.8868439947960557,0.5236463121950522,0.5480320733197508,29.0,145.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,1.9413084713321391,75.0,368.0
0.3,0.1143,-0.667719523685101,1.0454545454545454,0.20829889522526548,0.34745381575169815,1.2740191419445208,67.0,352.0
0.3,0.1786,-0.33666215615636347,1.273356401384083,0.6319214513916412,0.3971386653316105,0.8491651720630345,35.0,289.0
0.3,0.2429,-0.29050012330546354,1.4898785425101215,0.8191154910494782,0.4389130421757044,0.7495259535585322,20.0,247.0
0.3,0.3071,-0.3513070353686529,1.7358490566037736,0.8332917991310788,0.4726044109457928,0.6990283942442903,26.0,212.0
0.3,0.3714,-0.3165936942661183,2.1149425287356323,1.0978064582090776,0.5150945736855667,0.6319976077207171,36.0,174.0
0.3,0.4357,-0.5903023942329323,2.329113924050633,0.6000320452907004,0.5236463121950522,0.6331909913421344,28.0,158.0
0.3,0.5,-0.5439863488296834,2.5136986301369864,0.7424164670493703,0.5236463121950522,0.5530266107144194,26.0,146.0
0.3,0.05,-0.9011646175590797,1.002724795640327,0.05212840999920706,0.3104700874618215,1.955103861223614,58.0,367.0
0.3,0.1143,-0.6334842466837028,1.0457142857142858,0.23463388763026066,0.34745381575169815,1.2367305408218074,42.0,350.0
0.3,0.1786,-0.41003185305184187,1.2348993288590604,0.5166913549772962,0.3971386653316105,0.9088005702708415,26.0,298.0
0.3,0.2429,-0.2849404220525563,1.5291666666666666,0.8509696266938999,0.4389130421757044,0.7005576886552708,40.0,240.0
0.3,0.3071,-0.3176685323259553,1.812807881773399,0.938730668780618,0.4726044109457928,0.7014214990580457,19.0,203.0
0.3,0.3714,-0.3874850972567271,2.0558659217877095,0.9075762454146263,0.5150945736855667,0.6336885046150622,23.0,179.0
0.3,0.4357,-0.44661239277195686,2.678832116788321,1.024761368478621,0.5236463121950522,0.5845331121514029,24.0,137.0
0.3,0.5,-0.4398896805816752,2.591549295774648,1.0081004978508392,0.5236463121950522,0.5481424645098261,27.0,142.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.0330351777376814,73.0,368.0
0.3,0.1143,-0.6215609719031069,1.0514285714285714,0.24538183489810156,0.34745381575169815,1.2287859629379638,69.0,350.0
0.3,0.1786,-0.38759782572813667,1.2145214521452146,0.5360166787543479,0.3971386653316105,0.9222831197814599,47.0,303.0
0.3,0.2429,-0.3571858891733378,1.4959349593495934,0.7085308714302531,0.4389130421757044,0.7385830327345686,30.0,246.0
0.3,0.3071,-0.3201934308210176,1.7440758293838863,0.8980761290594453,0.4726044109457928,0.701952189696342,39.0,211.0
0.3,0.3714,-0.3195546468395964,2.231707317073171,1.150808628618398,0.5150945736855667,0.6366202913447845,15.0,164.0
0.3,0.4357,-0.5679913823596165,2.358974358974359,0.6499380438787987,0.5236463121950522,0.6840493026917877,32.0,156.0
0.3,0.5,-0.46709652016917685,2.6214285714285714,0.952199387454848,0.5236463121950522,0.5361164996360183,25.0,140.0
0.3,0.05,-0.8356196877842892,1.0082191780821919,0.09028634001799496,0.3104700874618215,1.9201816739400202,72.0,365.0
0.3,0.1143,-0.5841923805705908,1.0426136363636365,0.2736578583750396,0.34745381575169815,1.2870949426481522,67.0,352.0
0.3,0.1786,-0.3328087498665113,1.2602739726027397,0.6308810377901071,0.3971386653316105,0.8798208579141067,40.0,292.0
0.3,0.2429,-0.2721944610865236,1.420849420849421,0.8128490652074006,0.4389130421757044,0.7611586219281241,29.0,259.0
0.3,0.3071,-0.3255198777283964,1.8217821782178218,0.9269992000590436,0.4726044109457928,0.6634594155627418,13.0,202.0
0.3,0.3714,-0.4213253003086363,2.0,0.8142748174055671,0.5150945736855667,0.6574635943519592,23.0,184.0
0.3,0.4357,-0.4350935507722742,2.503401360544218,0.985432324475201,0.5236463121950522,0.6148130637751601,33.0,147.0
0.3,0.5,-0.47520951211582246,2.6099290780141846,0.9284552078502527,0.5236463121950522,0.561625247638943,19.0,141.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.0444227964727246,78.0,368.0
0.3,0.1143,-0.5475785685361124,1.066860465116279,0.31188758271362216,0.34745381575169815,1.2374966068510374,50.0,344.0
0.3,0.1786,-0.38314180864721964,1.2534246575342465,0.5590065041846768,0.3971386653316105,0.8496810046463916,33.0,292.0
0.3,0.2429,-0.32158419909652536,1.5269709543568464,0.7838480693583729,0.4389130421757044,0.7399692485160478,18.0,241.0
0.3,0.3071,-0.31049888508956414,1.8217821782178218,0.958505846358887,0.4726044109457928,0.6872780119926944,25.0,202.0
0.3,0.3714,-0.31199749102157537,1.9267015706806283,1.0103491231898591,0.5150945736855667,0.6485111510015487,16.0,191.0
0.3,0.4357,-0.5369063555922066,2.489795918367347,0.7502140006598527,0.5236463121950522,0.6142297445159651,27.0,147.0
0.3,0.5,-0.4588728165879072,2.503401360544218,0.9285651989524656,0.5236463121950522,0.5627274011951532,20.0,147.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,1.9929022284268643,57.0,368.0
0.3,0.1143,-0.5497329586552028,1.0574712643678161,0.30724290585341746,0.34745381575169815,1.2494989953543192,55.0,348.0
0.3,0.1786,-0.3617915974973328,1.2432432432432432,0.5826503010083811,0.3971386653316105,0.9041404690114831,51.0,296.0
0.3,0.2429,-0.3340958170919712,1.4488188976377954,0.7231673706287444,0.4389130421757044,0.7660502911948839,29.0,254.0
0.3,0.3071,-0.34834620937983946,1.7358490566037736,0.8389333613364419,0.4726044109457928,0.6859313070955366,28.0,212.0
0.3,0.3714,-0.33146267770238513,2.07909604519774,1.0439296017328898,0.5150945736855667,0.643768819052886,16.0,177.0
0.3,0.4357,-0.5288959628885938,2.437086092715232,0.7509478244007038,0.5236463121950522,0.6124394134046758,24.0,151.0
0.3,0.5,-0.5094928578581912,2.496598639455782,0.8112654904854334,0.5236463121950522,0.5188881207065899,20.0,147.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.0230766324884213,80.0,368.0
0.3,0.1143,-0.5209050428556004,1.0728862973760933,0.3379661452743406,0.34745381575169815,1.2113725949697098,49.0,343.0
0.3,0.1786,-0.31011919691520673,1.240677966101695,0.6533145332418496,0.3971386653316105,0.9159075718400397,42.0,295.0
0.3,0.2429,-0.26107442760877003,1.5333333333333334,0.8984554647962371,0.4389130421757044,0.7260912756245734,28.0,240.0
0.3,0.3071,-0.32240198759875616,1.7864077669902914,0.9153543049710283,0.4726044109457928,0.7163656121025664,31.0,206.0
0.3,0.3714,-0.30051585175111417,2.0444444444444443,1.0996071127767117,0.5150945736855667,0.6415881998979877,26.0,180.0
0.3,0.4357,-0.446446398914426,2.469798657718121,0.945189494724627,0.5236463121950522,0.6269526951975116,20.0,149.0
0.3,0.5,-0.5035024040055034,2.469798657718121,0.8155950352195067,0.5236463121950522,0.5514930233539976,30.0,149.0
0.3,0.05,-0.9010374146830469,1.0027322404371584,0.05219938025831367,0.3104700874618215,1.8988614113100442,75.0,366.0
0.3,0.1143,-0.5501161308901903,1.0730994152046784,0.31144125735567496,0.34745381575169815,1.1740910719045448,44.0,342.0
0.3,0.1786,-0.32916527267667883,1.2474576271186442,0.6295965703725505,0.3971386653316105,0.8865614616561279,40.0,295.0
0.3,0.2429,-0.3127134971773032,1.4545454545454546,0.7615442827401441,0.4389130421757044,0.7259718438636537,33.0,253.0
0.3,0.3071,-0.3122642522277587,1.7523809523809524,0.9183935496387922,0.4726044109457928,0.7383211354066082,35.0,210.0
0.3,0.3714,-0.32628589427973387,2.090909090909091,1.0621201314134476,0.5150945736855667,0.6099120152652285,35.0,176.0
0.3,0.4357,-0.49393231169503166,2.5205479452054793,0.8538324406710915,0.5236463121950522,0.6597848211338074,30.0,146.0
0.3,0.5,-0.41968344279238384,2.584507042253521,1.0564553925411522,0.5236463121950522,0.5555998127817188,24.0,142.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,1.9877253597651299,79.0,368.0
0.3,0.1143,-0.6192435457588489,1.0454545454545454,0.24583304150890836,0.34745381575169815,1.2629313937500004,55.0,352.0
0.3,0.1786,-0.43710291221519876,1.1504702194357366,0.4506262777696905,0.3971386653316105,1.0021809981586487,69.0,319.0
0.3,0.2429,-0.2892838361904292,1.4838709677419355,0.8179820860068365,0.4389130421757044,0.735388235599055,25.0,248.0
0.3,0.3071,-0.298595447982922,1.8217821782178218,0.9839910609346081,0.4726044109457928,0.6747405086262778,18.0,202.0
0.3,0.3714,-0.36114954461438703,2.021978021978022,0.9490078332916093,0.5150945736855667,0.6504580139287093,23.0,182.0
0.3,0.4357,-0.44790674402505587,2.6,0.991391518451284,0.5236463121950522,0.6127496441451995,24.0,140.0
0.3,0.5,-0.5265447427437404,2.3986928104575163,0.7439504980461278,0.5236463121950522,0.5734683629210753,25.0,153.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.0299386949047644,67.0,368.0
0.3,0.1143,-0.4469515104965278,1.0574712643678161,0.40418278097740784,0.34745381575169815,1.2445095403950637,52.0,348.0
0.3,0.1786,-0.4059583841489621,1.2266666666666666,0.518287779348715,0.3971386653316105,0.9157192549613713,46.0,300.0
0.3,0.2429,-0.30056229698075226,1.4838709677419355,0.7980204436679343,0.4389130421757044,0.7497384226964058,39.0,248.0
0.3,0.3071,-0.3151672683879779,1.812807881773399,0.9439637097145603,0.4726044109457928,0.7280394663921487,18.0,203.0
0.3,0.3714,-0.38110184137934955,1.9945652173913044,0.8938028343075766,0.5150945736855667,0.6002918164961861,33.0,184.0
0.3,0.4357,-0.553423470255489,2.469798657718121,0.7100150955939969,0.5236463121950522,0.6399016115483098,25.0,149.0
0.3,0.5,-0.43407177030589467,2.647482014388489,1.0447767263630536,0.5236463121950522,0.5389645403245792,27.0,139.0
0.3,0.05,-0.8633785287382137,1.005464480874317,0.07371987739471061,0.3104700874618215,1.8185635497759576,59.0,366.0
0.3,0.1143,-0.6613245551645927,1.0279329608938548,0.2095530651788944,0.34745381575169815,1.3461685853922922,67.0,358.0
0.3,0.1786,-0.36489342931844626,1.2577319587628866,0.585242638002415,0.3971386653316105,0.8778573987479418,31.0,291.0
0.3,0.2429,-0.24862208663632585,1.4603174603174602,0.8787689228994544,0.4389130421757044,0.7422737348280186,28.0,252.0
0.3,0.3071,-0.30107312632102895,1.8629441624365481,1.000759844277187,0.4726044109457928,0.7077049122820835,21.0,197.0
0.3,0.3714,-0.37711069418386495,1.9837837837837837,0.8972972972972973,0.5150945736855667,0.6257579528707873,39.0,185.0
0.3,0.4357,-0.5412601178298402,2.4304635761589406,0.7234019499031191,0.5236463121950522,0.6238902635239086,28.0,151.0
0.3,0.5,-0.48995036105463197,2.5734265734265733,0.8809523652180994,0.5236463121950522,0.511752818665089,18.0,143.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.066993216922401,81.0,368.0
0.3,0.1143,-0.4994412704210981,1.0855457227138643,0.3623879098038044,0.34745381575169815,1.1509016091416155,43.0,339.0
0.3,0.1786,-0.29151980389117477,1.2867132867132867,0.7058435178151352,0.3971386653316105,0.8793941805260724,32.0,286.0
0.3,0.2429,-0.30373963414014055,1.420849420849421,0.7588026870448338,0.4389130421757044,0.7585300710959273,36.0,259.0
0.3,0.3071,-0.3428135877936702,1.7476190476190476,0.8553022565814841,0.4726044109457928,0.69946056902844,23.0,210.0
0.3,0.3714,-0.3672829093698949,1.978494623655914,0.9155584067702365,0.5150945736855667,0.6311466284213546,19.0,186.0
0.3,0.4357,-0.4476501830096511,2.5664335664335662,0.9792207588371633,0.5236463121950522,0.6123886698847051,27.0,143.0
0.3,0.5,-0.5020910736703609,2.3896103896103895,0.7921013341286705,0.5236463121950522,0.5676326282843385,32.0,154.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.026504412728669,88.0,367.0
0.3,0.1143,-0.4899743051252429,1.0605187319884726,0.36302089327953285,0.34745381575169815,1.2510612844151479,59.0,347.0
0.3,0.1786,-0.329801307885718,1.2233333333333334,0.6165405276396859,0.3971386653316105,0.9379836316320154,61.0,300.0
0.3,0.2429,-0.28217575098000636,1.5020408163265306,0.8409153894486522,0.4389130421757044,0.7601534804473151,29.0,245.0
0.3,0.3071,-0.27199607449021074,1.8585858585858586,1.0637279690424863,0.4726044109457928,0.6533008662238476,33.0,198.0
0.3,0.3714,-0.30960854092526685,2.164705882352941,1.1411764705882355,0.5150945736855667,0.6073795362925878,19.0,170.0
0.3,0.4357,-0.4636942725744949,2.5774647887323945,0.9443974430557865,0.5236463121950522,0.633840500196088,20.0,142.0
0.3,0.5,-0.47997457958080364,2.4864864864864864,0.8736881013645736,0.5236463121950522,0.5488153702257065,21.0,148.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.0700848437673995,83.0,368.0
0.3,0.1143,-0.4166231451804433,1.0919881305637982,0.4496895333638309,0.34745381575169815,1.1831955468010298,55.0,337.0
0.3,0.1786,-0.3482646729613976,1.261168384879725,0.6096340030663007,0.3971386653316105,0.8845745739202271,30.0,291.0
0.3,0.2429,-0.3015531742072733,1.4280155642023347,0.7663097887700244,0.4389130421757044,0.7445520440218352,21.0,257.0
0.3,0.3071,-0.33335958961435097,1.8217821782178218,0.9108372777906475,0.4726044109457928,0.7129763741366929,33.0,202.0
0.3,0.3714,-0.3786194411869757,1.978494623655914,0.891760306090982,0.5150945736855667,0.6769200135409188,30.0,186.0
0.3,0.4357,-0.5314015147265327,2.4052287581699345,0.7359836998828365,0.5236463121950522,0.6243943730749756,28.0,153.0
0.3,0.5,-0.47022198517796526,2.5205479452054793,0.9082512029726453,0.5236463121950522,0.5641872671640189,28.0,146.0
0.3,0.05,-0.7924352590569484,1.0082191780821919,0.11675219590500009,0.3104700874618215,1.922763508934465,73.0,365.0
0.3,0.1143,-0.6499615676861266,1.0455840455840455,0.2218200758954043,0.34745381575169815,1.2547007403164412,66.0,351.0
0.3,0.1786,-0.32477278896667633,1.2448979591836735,0.6345155818427765,0.3971386653316105,0.9057621116542174,52.0,294.0
0.3,0.2429,-0.3144324382193594,1.5081967213114753,0.7866290566563985,0.4389130421757044,0.7303704397724257,34.0,244.0
0.3,0.3071,-0.30037656440260524,1.803921568627451,0.9705387192756535,0.4726044109457928,0.6714336550389766,25.0,204.0
0.3,0.3714,-0.3428477829330441,2.121387283236994,1.038147714249417,0.5150945736855667,0.6317319966264334,15.0,173.0
0.3,0.4357,-0.4766137546751648,2.5734265734265733,0.9121519203112052,0.5236463121950522,0.6751723540585245,32.0,143.0
0.3,0.5,-0.5039837608867044,2.4304635761589406,0.8015707574112718,0.5236463121950522,0.5417533353644379,29.0,151.0
0.3,0.05,-1.0,1.0,0.0,0.3104700874618215,2.098720155316125,93.0,368.0
0.3,0.1143,-0.5673990824415613,1.0605187319884726,0.2927023383422391,0.34745381575169815,1.2512977669902423,61.0,347.0
0.3,0.1786,-0.30714551258393946,1.3237410071942446,0.7016509548337617,0.3971386653316105,0.842105422546069,41.0,278.0
0.3,0.2429,-0.306967048626093,1.51440329218107,0.8030281897725686,0.4389130421757044,0.7180248210288394,36.0,243.0
