q,eps,B_i,mu_i,sig_i,thresh,mean_abs_belief,score,N_i
0.75,0.5,-0.49976473885546197,2.469798657718121,0.8237827870662597,0.5236463121950522,0.57155977122634,56.0,149.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7441491836282816,250.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8673443018052842,206.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3271786605952232,156.0,369.0
0.75,0.2429,-0.9011646175590797,1.002724795640327,0.05212840999920706,0.0680262208558565,0.9311215625640873,129.0,367.0
0.75,0.3071,-0.5256959626267809,1.0952380952380953,0.34048451538274027,0.26554954410277826,0.6612539845508592,92.0,336.0
0.75,0.3714,-0.3313493126603085,1.3643122676579926,0.6852058485632377,0.4641575586823115,0.5618606230079853,63.0,269.0
0.75,0.4357,-0.4274046341725565,2.7058823529411766,1.0854495345438786,0.5150945736855667,0.6410210494743558,65.0,136.0
0.75,0.5,-0.4679289749461141,2.5555555555555554,0.926296222251837,0.5236463121950522,0.530429247914285,61.0,144.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7465342399962256,246.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8440674825822714,185.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3666111020998069,165.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9394772622421715,139.0,368.0
0.75,0.3071,-0.5858848881740522,1.0487106017191976,0.27384516451508,0.26554954410277826,0.6842457927321084,82.0,349.0
0.75,0.3714,-0.2580750634739277,1.3992395437262357,0.8251739024198311,0.4641575586823115,0.5448502125140271,66.0,263.0
0.75,0.4357,-0.4573520234648494,2.453333333333333,0.9135036337579008,0.5150945736855667,0.6394940979100017,58.0,150.0
0.75,0.5,-0.49245283486530056,2.469798657718121,0.8399188757555978,0.5236463121950522,0.5829569765584971,65.0,149.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7169019680633877,241.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8404380440324764,214.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3420108742419037,170.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9859220552375151,111.0,368.0
0.75,0.3071,-0.6576576576576576,1.0424929178470255,0.2152974504249292,0.26554954410277826,0.7116111574239363,92.0,353.0
0.75,0.3714,-0.35865450346246347,1.3333333333333333,0.6293927753799555,0.4641575586823115,0.5647218570206358,64.0,276.0
0.75,0.4357,-0.38469837178430005,2.591549295774648,1.1515753421711874,0.5150945736855667,0.6402929962737856,53.0,142.0
0.75,0.5,-0.4623065204005327,2.647482014388489,0.973485241728691,0.5236463121950522,0.5441750505621762,38.0,139.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.6995400805748098,234.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8470206026718676,214.99999999999997,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3451839486665265,146.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9485766838122296,124.0,368.0
0.75,0.3071,-0.5029722192143429,1.0728862973760933,0.3547998350221877,0.26554954410277826,0.6771587237161963,118.0,343.0
0.75,0.3714,-0.2683264307557582,1.3782771535580525,0.7951020651290136,0.4641575586823115,0.5697320497809756,46.0,267.0
0.75,0.4357,-0.4767727875719196,2.5205479452054793,0.8930414253702259,0.5150945736855667,0.6293240358258064,54.0,146.0
0.75,0.5,-0.5351655975541422,2.3896103896103895,0.7235526377757983,0.5236463121950522,0.5723505857166051,37.0,154.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7298980846620595,249.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8053032018497097,193.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3124940640117824,152.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9564571443181483,116.0,368.0
0.75,0.3071,-0.5710420961514601,1.0823529411764705,0.29552603969601104,0.26554954410277826,0.6905613512422399,78.0,340.0
0.75,0.3714,-0.2699373715816838,1.347985347985348,0.7749309125330064,0.4641575586823115,0.5639133505193274,70.0,273.0
0.75,0.4357,-0.5182623003963348,2.503401360544218,0.7943178278868158,0.5150945736855667,0.6616752009850555,63.0,147.0
0.75,0.5,-0.5279176190560219,2.4210526315789473,0.7480352843974681,0.5236463121950522,0.5919108954733507,68.0,152.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7056649709401364,234.99999999999997,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8766168726797843,196.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3414007284759026,149.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9523038023463894,126.0,368.0
0.75,0.3071,-0.4779573075307685,1.0823529411764705,0.38230768962992756,0.26554954410277826,0.6656537653743099,62.0,340.0
0.75,0.3714,-0.35026148060069884,1.3297101449275361,0.6398493278584018,0.4641575586823115,0.566628515065234,76.0,276.0
0.75,0.4357,-0.4849483963463645,2.6099290780141846,0.9052490715239064,0.5150945736855667,0.617471260252583,53.0,141.0
0.75,0.5,-0.4928421189361322,2.5136986301369864,0.8539697900551816,0.5236463121950522,0.5275694974115912,68.0,146.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.729597714905511,241.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.828413951662064,179.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3560924782353687,171.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9693062588190238,118.0,368.0
0.75,0.3071,-0.4584071713358418,1.0985074626865672,0.4079407834234391,0.26554954410277826,0.6814761624535691,95.0,335.0
0.75,0.3714,-0.28759689900024377,1.373134328358209,0.7597293488133978,0.4641575586823115,0.546230725332561,68.0,268.0
0.75,0.4357,-0.4734762775733971,2.5205479452054793,0.9006784207275486,0.5150945736855667,0.6480877644225288,61.0,146.0
0.75,0.5,-0.4933977243481411,2.5734265734265733,0.8729782676546706,0.5236463121950522,0.5446687330634512,50.0,143.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.75049924640879,246.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.874663972519939,226.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3721617426355963,161.0,369.0
0.75,0.2429,-0.9011646175590797,1.002724795640327,0.05212840999920706,0.0680262208558565,0.9636142011177271,104.0,367.0
0.75,0.3071,-0.5393393248844377,1.0574712643678161,0.3164574689180737,0.26554954410277826,0.7082424116136574,100.0,348.0
0.75,0.3714,-0.24243817664549244,1.3430656934306568,0.8189182485902694,0.4641575586823115,0.5489460294918976,81.0,274.0
0.75,0.4357,-0.40854483308370904,2.5734265734265733,1.0805949571378515,0.5150945736855667,0.6381136696608356,47.0,143.0
0.75,0.5,-0.45119817874726287,2.5,0.9454288003008773,0.5236463121950522,0.5626753728104641,70.0,146.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7285996173832787,236.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8359942565263712,197.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3178160634266363,138.0,369.0
0.75,0.2429,-0.9011646175590797,1.002724795640327,0.05212840999920706,0.0680262208558565,0.9651863032501963,142.0,367.0
0.75,0.3071,-0.6215609719031069,1.0514285714285714,0.2453818348981016,0.26554954410277826,0.7305756553169483,58.0,350.0
0.75,0.3714,-0.3003793642469144,1.3619402985074627,0.7327412012965578,0.4641575586823115,0.5741855243427314,69.0,268.0
0.75,0.4357,-0.4463749768042958,2.5594405594405596,0.979670114467164,0.5150945736855667,0.6443721009435658,64.0,143.0
0.75,0.5,-0.4853477431107545,2.469798657718121,0.8557507554390121,0.5236463121950522,0.5423409617355659,57.0,149.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.700507325872301,241.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8148671876627969,174.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3267526755673351,167.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9556289667097219,121.0,368.0
0.75,0.3071,-0.5816230931243029,1.0514285714285714,0.2781278519688676,0.26554954410277826,0.6898252451775436,105.0,350.0
0.75,0.3714,-0.2979909739064249,1.4061302681992338,0.7604953809258191,0.4641575586823115,0.5864073615621046,59.0,261.0
0.75,0.4357,-0.47819886674244677,2.5454545454545454,0.8985401736917945,0.5150945736855667,0.6525813144680572,69.0,143.0
0.75,0.5,-0.4767727875719196,2.5205479452054793,0.8930414253702259,0.5236463121950522,0.5295239329501502,47.0,146.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.737919409118999,234.99999999999997,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8567724496740394,218.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.326242873960969,169.0,369.0
0.75,0.2429,-0.8633785287382137,1.005464480874317,0.07371987739471061,0.0680262208558565,0.9538990241639278,124.0,366.0
0.75,0.3071,-0.4804814184919031,1.0887573964497042,0.3820579516534421,0.26554954410277826,0.6667298858790105,69.0,338.0
0.75,0.3714,-0.32438591452164084,1.3297101449275361,0.6783301556336766,0.4641575586823115,0.567433179257147,65.0,276.0
0.75,0.4357,-0.45588560517789845,2.584507042253521,0.9659189432245254,0.5150945736855667,0.6486158261183559,64.0,142.0
0.75,0.5,-0.49976473885546197,2.469798657718121,0.8237827870662597,0.5236463121950522,0.5345787847001925,63.0,149.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7074506050321667,218.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8453821785315647,218.99999999999997,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3000511170521374,140.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9657475085640836,122.0,368.0
0.75,0.3071,-0.6342298641936299,1.0454545454545454,0.23399159411334092,0.26554954410277826,0.7047375503355048,116.0,352.0
0.75,0.3714,-0.3053543856966151,1.3680297397769516,0.7279983653370312,0.4641575586823115,0.5358634385673762,63.0,269.0
0.75,0.4357,-0.4992921182937107,2.503401360544218,0.8360430745979437,0.5150945736855667,0.6662280672962125,59.0,147.0
0.75,0.5,-0.46306214144324337,2.595744680851064,0.9526277461607942,0.5236463121950522,0.5802798268903738,62.0,141.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.764624473924167,261.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8181180599199611,198.99999999999997,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3095115159390887,152.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9732205261369664,150.0,368.0
0.75,0.3071,-0.472893689837291,1.0791788856304985,0.38620709989804874,0.26554954410277826,0.6823151942624842,87.0,341.0
0.75,0.3714,-0.24873689758446346,1.3886792452830188,0.8354549946345452,0.4641575586823115,0.5421841385117147,58.0,265.0
0.75,0.4357,-0.48642273283408594,2.548611111111111,0.8805763667361969,0.5150945736855667,0.6332204739949873,46.0,144.0
0.75,0.5,-0.4480459433671184,2.6099290780141846,0.9948309642609349,0.5236463121950522,0.5459488991001314,47.0,141.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7398504477001553,230.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8569262240944548,190.99999999999997,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.352459643763978,164.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9433062073155877,113.0,368.0
0.75,0.3071,-0.6433160161458457,1.0484330484330484,0.22756382390559382,0.26554954410277826,0.6877143715969064,97.0,351.0
0.75,0.3714,-0.27259167548220103,1.3886792452830188,0.7937635162678623,0.4641575586823115,0.5737232208590143,49.0,265.0
0.75,0.4357,-0.5437944260498516,2.3741935483870966,0.7015962178216203,0.5150945736855667,0.651776393333486,59.0,155.0
0.75,0.5,-0.4139559550503504,2.5555555555555554,1.0592042202743122,0.5236463121950522,0.5334118901410929,56.0,144.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.720869628478787,240.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.854896978528174,189.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3186202085786878,170.0,369.0
0.75,0.2429,-0.9011646175590797,1.002724795640327,0.05212840999920706,0.0680262208558565,0.9322022296504693,112.0,367.0
0.75,0.3071,-0.4781400336132391,1.1017964071856288,0.38899118009369377,0.26554954410277826,0.6713685579832361,94.0,334.0
0.75,0.3714,-0.3057211235125406,1.393939393939394,0.7411863520384854,0.4641575586823115,0.5481666902909663,63.0,264.0
0.75,0.4357,-0.49393231169503166,2.5205479452054793,0.8538324406710915,0.5150945736855667,0.6517333903646789,58.0,146.0
0.75,0.5,-0.4910782032276558,2.453333333333333,0.837350318299071,0.5236463121950522,0.5171500514924996,71.0,150.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.748611209640704,240.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8148667823944238,179.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3152839637089073,150.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9606732677410107,116.0,368.0
0.75,0.3071,-0.5816230931243029,1.0514285714285714,0.2781278519688676,0.26554954410277826,0.7051302289040049,80.0,350.0
0.75,0.3714,-0.2601141681667588,1.3579335793357934,0.7973212596941405,0.4641575586823115,0.5336046072696474,62.0,271.0
0.75,0.4357,-0.5035024040055035,2.469798657718121,0.8155950352195066,0.5150945736855667,0.6632865319152418,43.0,149.0
0.75,0.5,-0.5072969358665317,2.469798657718121,0.8073242487890241,0.5236463121950522,0.563776007873069,47.0,149.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7510249546425642,236.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8344381305889008,182.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.2967815883840388,144.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9680370545737328,130.0,368.0
0.75,0.3071,-0.5085575492188321,1.0760233918128654,0.3505358963893733,0.26554954410277826,0.693059773024726,68.0,342.0
0.75,0.3714,-0.25187738588129166,1.3592592592592592,0.8122940806908402,0.4641575586823115,0.5523813883527904,60.0,270.0
0.75,0.4357,-0.5021413411336135,2.453333333333333,0.8131147247194307,0.5150945736855667,0.6565374999424254,50.0,150.0
0.75,0.5,-0.5389887635974292,2.358974358974359,0.7066417322831112,0.5236463121950522,0.586315107818564,78.0,156.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.69719819855487,237.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8313905381009898,190.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3460760384498818,169.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9748914875631348,154.0,368.0
0.75,0.3071,-0.6132320802230333,1.0484330484330484,0.2513589173802026,0.26554954410277826,0.7019932402538515,98.0,351.0
0.75,0.3714,-0.310884818782531,1.3285198555956679,0.6983856918032489,0.4641575586823115,0.5510272749978332,61.0,277.0
0.75,0.4357,-0.4460430213066147,2.5734265734265733,0.9858403854517014,0.5150945736855667,0.6510617715524775,55.0,143.0
0.75,0.5,-0.5430511421499399,2.453333333333333,0.726513745377348,0.5236463121950522,0.576338890187476,63.0,150.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.709205172855866,238.99999999999997,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8787172166357298,200.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3604791354242711,166.0,369.0
0.75,0.2429,-0.8633785287382137,1.005464480874317,0.0737198773947106,0.0680262208558565,0.9587315722149263,115.0,366.0
0.75,0.3071,-0.6910562266368299,1.0308123249299719,0.18832197550668472,0.26554954410277826,0.7018275621626896,104.0,357.0
0.75,0.3714,-0.310884818782531,1.3285198555956679,0.6983856918032489,0.4641575586823115,0.5716531627244311,60.0,277.0
0.75,0.4357,-0.477920918818806,2.506849315068493,0.8855504854188486,0.5150945736855667,0.6442168410620777,40.0,146.0
0.75,0.5,-0.47582008218246036,2.591549295774648,0.9204632145067325,0.5236463121950522,0.5556349973084945,60.0,142.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.743783503626012,254.99999999999997,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8370435699319212,198.99999999999997,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3270264511277683,160.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9606302798966656,119.0,368.0
0.75,0.3071,-0.5640056049973502,1.0791788856304985,0.3008403191374113,0.26554954410277826,0.6763789561438129,92.0,341.0
0.75,0.3714,-0.29877994827763876,1.3886792452830188,0.749757288364731,0.4641575586823115,0.5316406530134135,53.0,265.0
0.75,0.4357,-0.5245926331758373,2.4864864864864864,0.7753507182584353,0.5150945736855667,0.6669565758062895,62.0,148.0
0.75,0.5,-0.4555890938814047,2.5555555555555554,0.9558139185602919,0.5236463121950522,0.5776157604235345,72.0,144.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7166121314500558,225.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.809651618031313,192.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3387059266946906,179.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9635853068939858,120.0,368.0
0.75,0.3071,-0.5681891456999236,1.0760233918128654,0.2962898839975065,0.26554954410277826,0.7027670093431887,62.0,342.0
0.75,0.3714,-0.3292686844367922,1.420849420849421,0.7169417382817088,0.4641575586823115,0.5732370600743313,80.0,259.0
0.75,0.4357,-0.5258618905961889,2.453333333333333,0.762335592475883,0.5150945736855667,0.6808347750029677,68.0,150.0
0.75,0.5,-0.4734762775733971,2.5205479452054793,0.9006784207275486,0.5236463121950522,0.5606477923103597,69.0,146.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.725730528190449,238.99999999999997,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8462622989365314,197.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3330009381187549,149.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9549506000115784,94.0,368.0
0.75,0.3071,-0.6132320802230334,1.0484330484330484,0.25135891738020255,0.26554954410277826,0.6933386746914608,120.0,351.0
0.75,0.3714,-0.3513749776950532,1.3796992481203008,0.6622199392151911,0.4641575586823115,0.5572913989102569,55.0,266.0
0.75,0.4357,-0.47867368634869756,2.5172413793103448,0.8874873347390572,0.5150945736855667,0.6139557943606428,63.0,145.0
0.75,0.5,-0.5341917161930606,2.510344827586207,0.762185979470124,0.5236463121950522,0.5758224172755969,48.0,145.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7094236854553353,236.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8481628186619494,217.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3668906779357117,183.0,369.0
0.75,0.2429,-0.8633785287382137,1.005464480874317,0.07371987739471061,0.0680262208558565,0.9524506307689127,115.0,366.0
0.75,0.3071,-0.553206625101334,1.0791788856304985,0.3104351788344802,0.26554954410277826,0.6979450262309532,78.0,341.0
0.75,0.3714,-0.29279142894693583,1.4431372549019608,0.7894537456084488,0.4641575586823115,0.5591052747181676,41.0,255.0
0.75,0.4357,-0.5190413902940504,2.469798657718121,0.7819872034163495,0.5150945736855667,0.6030473814220416,42.0,149.0
0.75,0.5,-0.47582008218246036,2.591549295774648,0.9204632145067327,0.5236463121950522,0.5193091064448787,58.0,142.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7147997220599374,241.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8095814111162594,184.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3007488861286942,142.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9848102716041799,141.0,368.0
0.75,0.3071,-0.4400077775947409,1.0952380952380953,0.42591770999996,0.26554954410277826,0.6743257301904322,89.0,336.0
0.75,0.3714,-0.34074951566296846,1.2968197879858658,0.6376501078986306,0.4641575586823115,0.5627305320649276,69.0,283.0
0.75,0.4357,-0.48823724793198103,2.506849315068493,0.8620346697288918,0.5150945736855667,0.6534347851372455,64.0,146.0
0.75,0.5,-0.5004378980913863,2.5734265734265733,0.8568074625172923,0.5236463121950522,0.5206190855806397,38.0,143.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.759247546230404,253.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.804031947091071,173.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3385825368534905,193.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9792366664198088,135.0,368.0
0.75,0.3071,-0.5175391450071424,1.0760233918128654,0.3420927673031501,0.26554954410277826,0.667674681962445,89.0,342.0
0.75,0.3714,-0.27819404427298683,1.3886792452830188,0.7841977940132704,0.4641575586823115,0.5360840261097182,46.0,265.0
0.75,0.4357,-0.4893116235879419,2.5136986301369864,0.8619530337923738,0.5150945736855667,0.6489829347846727,48.0,146.0
0.75,0.5,-0.42429161684657307,2.6861313868613137,1.0857526221290559,0.5236463121950522,0.5349225965530404,53.0,137.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7706090884003185,258.0,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.8420545555995924,186.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3355900648085646,140.0,369.0
0.75,0.2429,-1.0,1.0,0.0,0.0680262208558565,0.9713148547649341,138.0,368.0
0.75,0.3071,-0.5974434481892356,1.0424929178470255,0.26270873924917015,0.26554954410277826,0.7052775001400526,103.0,353.0
0.75,0.3714,-0.40620032179926824,1.2822299651567943,0.5414504099353536,0.4641575586823115,0.5738986729943276,68.0,287.0
0.75,0.4357,-0.5465336228412896,2.4496644295302015,0.7182775968832705,0.5150945736855667,0.6535309675061755,69.0,149.0
0.75,0.5,-0.5126665185706089,2.4864864864864864,0.8010675856907531,0.5236463121950522,0.5389875080436553,47.0,148.0
0.75,0.05,-1.0,1.0,0.0,0.0,2.7313347576461933,238.99999999999997,369.0
0.75,0.1143,-1.0,1.0,0.0,0.0,1.840304256869828,197.0,369.0
0.75,0.1786,-1.0,1.0,0.0,0.0,1.3327910882708516,173.0,369.0
